latitude,longitude,stars,review_count,is_open,is_chain,RestaurantsPriceRange2,Num_of_attributes_shared,RestaurantsTakeOut_True,RestaurantsTakeOut_False,RestaurantsDelivery_True,RestaurantsDelivery_False,OutdoorSeating_True,OutdoorSeating_False,RestaurantsReservations_True,RestaurantsReservations_False,RestaurantsGoodForGroups_True,RestaurantsGoodForGroups_False,GoodForKids_True,GoodForKids_False,Japanese,Nightlife,Coffee & Tea,Bars,Sandwiches,Breakfast & Brunch,Cafes,Chinese,Sushi Bars,Canadian (New),Pizza,Fast Food,Burgers,Specialty Food,Seafood,Italian,Bakeries,Vietnamese,American (Traditional),American (New),Asian Fusion,Desserts,Vegetarian,Mediterranean,Indian,repeat_users,age,reviews_per_week,reactions_per_week,sentiment_score,review_length,user_stars,similar_restaurants_density,all_restaurants_density,relative_reviews_count,relative_reviews_per_week,relative_stars,relative_user_stars,relative_repeat_users,relative_price
49.2715122,-123.1548322,4.0,88,0,1,1,19,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.712328767123288,0.3744186046511628,0.34593023255813954,0.6843,89.05434782608695,4.0,14.0,200.0,0.18138067194310611,0.43682247053227485,0.6035221995520647,0.1554769664949602,0.38963854981996804,-1.7488758269540723
49.2837849,-123.1066087,2.0,18,0,0,2,13,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.871232876712329,0.1269083969465649,0.22041984732824427,0.4011684210526316,121.3157894736842,2.0,26.0,713.0,-0.434158180517767,-0.43503478531800693,-2.262462806047899,-1.8860365969907766,-0.34009612825277996,0.3866815292468415
49.2630454634,-123.112614326,3.5,280,1,1,2,18,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,8.364383561643836,0.6818945246892846,0.6395700369499496,0.6658710344827585,102.91379310344827,4.0,47.0,360.0,2.4874061973887223,1.608284264365323,0.028290901134870993,0.3745554791462456,2.2116846620010695,0.5359280056132764
49.2680701,-123.1475085,3.5,308,1,0,2,19,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,10.72054794520548,0.5781657113079729,1.2949452840020843,0.7295876971608829,144.34700315457414,4.0,14.0,310.0,2.5531446361076373,1.4402383768668494,-0.04496404314248021,0.28814581275150114,1.8435729258475255,0.17116329922036425
49.2640755304,-123.1659137158,4.0,104,1,0,2,22,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,5.065753424657534,0.41832669322709165,0.5258964143426295,0.738687619047619,113.00952380952381,4.0,6.0,182.0,0.6339451905640865,0.9848626306361828,0.5746371030348254,0.07305500446021793,-0.21292142882013515,0.2033856571680856
49.2682315,-123.1488691,3.0,25,0,0,2,20,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,6.93972602739726,0.0718515594157126,0.04421634425582314,0.4198692307692308,94.57692307692308,3.0,21.0,284.0,-0.48670799240007706,-0.7035445641191308,-0.8642172739135789,-0.9181038004903805,-0.3581686769335974,0.16664444380940688
49.2827437787,-123.1045918426,4.0,199,0,0,3,26,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.791780821917809,0.808461978273299,1.3927958833619212,0.7832851485148516,122.91089108910892,5.0,2.0,615.0,0.5522479245819263,1.0144797349032253,0.6559451710260547,1.4184741524473727,0.08795196073058037,1.9891490593522958
49.2874677,-123.1287922,2.5,15,0,0,2,20,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.4520547945205479,0.6787878787878787,1.2303030303030302,0.17242500000000002,160.6875,2.5,4.0,866.0,-0.5228783784891498,1.1407489767908752,-1.5537519053239597,-1.3723041213121123,-0.3262668283339302,0.29751450136831453
49.263047,-123.117827,3.5,124,1,1,2,20,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,8.63013698630137,0.30900243309002434,0.31386861313868614,0.7768803149606299,127.18897637795276,4.0,18.0,273.0,0.8154585143470477,0.3292138262018865,0.044903801055396056,0.39226021003280764,0.38299317188759113,0.47728444274310233
49.2853482,-123.1206773,4.5,147,1,0,1,19,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,10.991780821917809,0.26943665562069846,0.537088962528677,0.7265304635761591,77.67549668874172,5.0,23.0,1036.0,0.3708103633369327,-0.09152704189195486,1.6203613856861676,1.5944670821007552,0.3528261958268883,-1.1864165088759284
49.2835046,-123.1047979,3.5,41,0,0,3,21,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.3808219178082193,0.5833333333333334,2.5555555555555554,0.8542880952380952,143.85714285714286,4.0,61.0,629.0,-0.2917617454985008,0.54440200852433,-0.06594343055241818,0.32170367844116754,-0.32386516748243177,1.9818084088819647
49.2572813531,-123.0897673308,4.0,413,1,0,2,18,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,12.517808219178082,0.6656346749226006,1.5665634674922602,0.7896137209302319,140.15581395348838,4.0,5.0,176.0,3.644939715604453,1.4390030357191823,0.5902432522055578,0.23022270948456344,3.6089267671605527,0.5093485523726609
49.2359825396,-123.1196594238,3.0,11,0,0,2,14,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.3205479452054796,0.09090909090909091,0.0743801652892562,0.6377454545454545,154.54545454545453,3.0,5.0,33.0,-0.4058768305706984,-0.14516329907995873,-0.10859306069076723,-0.1865747211770084,-0.41111191528098345,0.48245064067700766
49.2835722564,-123.103981088,3.5,333,0,0,2,21,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,9.093150684931507,0.7234106658632118,1.2865320879783066,0.7252142857142858,127.92128279883381,4.0,19.0,561.0,1.3917682746161602,0.8434780167838599,-0.11598079095426145,0.2884650820787541,1.6650285812409875,0.38382642914948983
49.2635347,-123.1230661,4.0,6,0,1,1,14,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8438356164383563,0.06240713224368499,0.04160475482912333,0.3673166666666667,82.16666666666667,4.0,19.0,233.0,-0.6508341358734323,-0.6455182571219694,0.8666380334247172,0.4478948814356319,-0.567615745885487,-1.433034745708221
49.2596365,-123.0434793,2.0,33,1,0,2,16,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.9123287671232876,0.17277486910994763,0.13612565445026178,0.4743636363636364,129.0909090909091,2.0,7.0,30.0,-0.15951960868793727,0.200586766321379,-2.1857718798440895,-1.7276491465584272,-0.6823994534614657,0.6201736729460422
49.2884739,-123.1385573,3.0,22,0,0,2,14,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7.936986301369863,0.05557473248187781,0.5243355195029341,0.7179391304347827,102.73913043478261,3.0,11.0,443.0,-0.46656791936929676,-0.8422069747718133,-0.9100646647867232,-0.9690821515304857,-0.3296530114209385,0.30200959688027107
49.2807542,-123.1249069,3.0,37,1,0,1,16,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.265753424657534,0.060939289805269185,0.03688430698739977,0.5135763157894736,100.3157894736842,3.0,143.0,1094.0,-0.33528333133302474,-0.6614894335929218,-0.734807514254348,-0.7597356227525495,-0.34392991350700325,-1.2167085337278958
49.2378945,-123.0319888,3.0,12,1,1,1,12,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.668493150684932,0.04019138755980861,0.04354066985645933,0.4662583333333333,70.83333333333333,3.0,7.0,104.0,-0.6765910418945899,-0.8823894674456126,-0.5557310846065228,-0.5521714861007722,-0.6399436075277226,-1.3805369799252667
49.2695864693,-123.1028566413,3.0,43,1,1,2,20,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.6438356164383565,0.23875968992248062,0.15736434108527134,0.681706818181818,95.13636363636364,3.0,23.0,203.0,-0.3287847503805165,-0.1986604705713921,-0.8831675400293422,-0.9253643036995601,-0.42038033073584496,0.46205274725597884
49.2863606,-123.116895,2.5,31,1,0,2,17,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.161643835616438,0.06497005988023952,0.07754491017964071,0.2277903225806452,129.51612903225808,2.0,88.0,923.0,-0.3787179786592147,-0.5900486620239384,-1.474339977730337,-1.8476332300616558,-0.5521329635843476,0.35115012200659274
49.2511875,-123.0784675,2.5,13,0,0,1,17,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.5643835616438355,0.159369527145359,0.26970227670753066,0.37860769230769226,120.38461538461539,3.0,3.0,108.0,-0.6596006011723561,-0.26519926253533094,-1.9165581577250952,-1.1913729211799569,-0.6694215116781892,-1.3315881414851185
49.2629941,-123.0967589,3.5,101,1,1,1,17,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,11.778082191780822,0.1848800581536225,0.4070753574024715,0.6521807339449537,119.08256880733946,4.0,12.0,235.0,0.3095855850795433,-0.3466724845536157,-0.14216040531147675,0.19383538126522806,1.2408211070645336,-1.5100257586017112
49.2707061,-123.1364206,3.5,200,1,0,2,18,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,12.490410958904109,0.3195617438940881,0.4985163204747774,0.7237975,90.67,4.0,24.0,313.0,1.5279003058373508,0.3819063924537773,-0.009503842259424194,0.3189159468261274,-0.587862333311659,0.2017114711923805
49.2633734327,-123.1171303272,3.5,123,1,1,2,24,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,12.205479452054794,0.20136986301369864,0.1981735159817352,0.7186087301587304,142.54761904761904,4.0,23.0,273.0,0.7940193522749966,-0.12252188025204741,0.04787118284205343,0.4002857501422993,0.3758928272551431,0.45970653692640673
49.2819232,-123.1187799,2.5,10,0,1,1,13,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.1452054794520548,0.06097560975609756,0.15853658536585366,0.47916,117.4,2.5,140.0,1224.0,-0.5047542541279039,-0.6118470022881344,-1.46531959921917,-1.2831894595586086,-0.5737228082219685,-1.1956091131739117
49.2861632,-123.1142765,3.0,7,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,12.471232876712328,0.03159252095422308,0.08575112830431979,0.7994571428571428,106.28571428571429,3.0,4.0,894.0,-0.5137645399330293,-0.6655300561697419,-0.6854263830530237,-0.6869246119129561,-0.5475736118518577,3.3443189286717185
49.2344451114,-123.139874746,3.0,9,0,0,1,15,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.090410958904109,0.03390742734122713,0.048977395048439176,0.17636666666666667,191.55555555555554,4.0,1.0,20.0,-1.1009151349107789,-1.6571509895722814,-0.5319951765989315,0.362473255998106,-1.0289915108550531,-4.358898943540672
49.2625517042,-123.1012146712,3.5,22,0,0,1,18,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.747945205479452,0.2413793103448276,0.329153605015674,0.6320318181818181,89.04545454545455,4.0,31.0,275.0,-0.5341012293097107,-0.15262047188431316,-0.09814183960808662,0.22886885410853194,-0.6809931396540755,-1.5119206157334595
49.2104358,-123.1305805,4.0,14,0,0,2,18,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0164383561643837,0.1331521739130435,0.15217391304347827,0.8726285714285712,142.85714285714286,4.5,18.0,70.0,-0.605957224307297,-0.11514316773765222,0.8868336038506648,1.075759928655749,-0.794397860750549,0.46537892099551725
49.271604,-123.134757,5.0,84,1,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.871232876712329,0.2153846153846154,0.2564102564102564,0.9477392857142856,129.89285714285714,5.0,1.0,367.0,0.13328527914400484,-0.09583650562385472,2.303116032800788,1.5597835090176062,-0.6217471117349777,0.2860328804650332
49.2791376014,-123.107450087,3.5,34,0,0,1,16,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.791780821917809,0.08368495077355836,0.09353023909985936,0.6947411764705881,68.52941176470588,4.0,91.0,720.0,-0.3486580865884758,-0.565114120533304,-0.05374333243422063,0.3338879281144143,-0.5598376706098727,-1.156857480161218
49.2870226,-123.1283048,3.5,39,1,1,1,19,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6.115068493150685,0.15200445434298443,0.19877505567928733,0.553882051282051,81.43589743589743,4.0,103.0,938.0,-0.3297988190834462,-0.4629770945813917,0.01827212273642433,0.36308232615171104,-0.5730114447968759,-1.3139666820086184
49.2878816,-123.1204418,4.0,109,1,0,2,20,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0,11.67123287671233,0.20274114300491336,0.25885699508663046,0.8025151785714284,99.00892857142857,4.0,47.0,808.0,0.1316655385313527,-0.24924500615258385,0.8480264949694746,0.44623367613850407,0.12962542298631002,0.3198973466200632
49.3251265,-123.1242638,3.5,70,1,1,1,17,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,11.490410958904109,0.13732767762460232,0.11320254506892895,0.6106662162162163,86.37837837837837,4.0,1.0,25.0,0.9670933290757073,0.420537968386773,0.3953477463074333,0.5742710457985439,2.0732277143179454,-1.8141236937208565
49.2370053,-123.0330495,4.5,15,0,0,1,15,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.463013698630137,0.04747774480712166,0.04747774480712166,0.7165437499999999,74.875,5.0,13.0,101.0,-0.5949412772381864,-0.8439212578615635,1.553239331491483,1.5846292070250712,-0.22970730965149172,-1.350089328336086
49.2810963,-123.1319944,3.0,49,0,0,3,12,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,2.3315068493150686,0.44418331374853115,1.2173913043478262,0.7474574074074072,195.9814814814815,3.0,25.0,837.0,-0.2641823977411721,0.46006427978317693,-0.7932578817327922,-0.8248956291565446,0.6731671535760543,1.9103543358073676
49.2842048,-123.1139803,3.5,215,0,1,2,18,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,10.205479452054794,0.4096644295302014,0.8625503355704699,0.5862316513761469,93.43577981651376,4.0,69.0,969.0,0.7187391231960089,0.22359146846091804,0.06226878362421946,0.4244096456780105,0.09916923695043472,0.31541123325194914
49.2686615,-123.0439019,5.0,9,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4986301369863013,0.11517367458866545,0.15356489945155394,0.9120222222222222,97.55555555555556,5.0,1.0,30.0,-1.1256210734365748,-0.43286776717316194,2.1910418644624845,1.7084843923544986,-1.0834726777719228,-1.2247448713915892
49.2189956,-123.1020791,3.0,7,1,0,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.8054794520547945,0.02385589094449854,0.054527750730282376,0.5542142857142858,95.57142857142857,2.0,4.0,29.0,-0.8536497604505665,-0.6776375188010875,-0.7797285769397564,-1.9454395178810082,-0.6966394082703989,0.9013878188659974
49.2640107,-123.1716367,4.5,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.934246575342466,0.04275402554136591,0.136035535813437,0.9174727272727271,123.18181818181819,4.0,2.0,163.0,-0.5729692678133398,-0.814672905543185,1.4488602423071644,0.08059521955175168,-0.5164902930184245,0.2553979511276419
49.2877178815,-123.115131855,2.5,26,1,1,1,12,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.66027397260274,0.06556195965417867,0.12355907780979827,0.2831115384615384,84.11538461538461,2.0,17.0,802.0,-0.3957796201098523,-0.576478682153163,-1.4532746691653116,-1.8268638506082662,-0.5333182334746747,-1.1937277180926142
49.2497659,-123.0900825,3.0,15,0,0,2,12,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6.027397260273973,0.04772727272727273,0.12090909090909091,0.58944,97.86666666666666,4.0,35.0,195.0,-0.6139272141312392,-0.8029022050339374,-1.0109649151156315,0.21992081612751055,-0.6299475424315176,0.4585801220812102
49.2320255365,-123.0262535065,4.5,81,0,0,1,20,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,3.1095890410958904,0.5118942731277533,0.48722466960352423,0.8073879518072291,81.6144578313253,5.0,2.0,97.0,1.1014627502296814,2.2271233934620174,1.5392488493124463,1.57240803349161,0.2621493037390259,-1.3682019760276642
49.2679697,-123.0693353,3.5,36,1,0,2,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.293150684931507,0.27302275189599134,0.4171180931744312,0.8167805555555555,115.72222222222223,4.0,5.0,185.0,-0.37782152195216917,0.18278035808086326,-0.01790036196016595,0.29713815382695813,-0.7000092046522947,0.616672420754777
49.2874959132,-123.1289341673,4.5,436,1,1,2,20,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.35068493150685,1.6351706036745406,2.2304461942257214,0.8066193258426967,98.16629213483147,4.0,20.0,841.0,2.7429389416237733,4.022146339800867,1.571574339065554,0.3385527211184605,1.5998397733378749,0.27950849718747356
49.2318142,-123.1159482,2.0,5,1,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.945205479452055,0.03078276165347406,0.018469656992084433,0.14252,120.6,2.0,3.0,29.0,-0.6498718840541678,-0.4841248269351776,-1.4540304485995288,-1.2306532502708307,-0.7391404949863531,0.5833833511969478
49.2666875,-123.1454778,3.0,17,0,0,2,10,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.8684931506849316,0.11365807067812797,0.34097421203438394,0.7088411764705882,158.1764705882353,3.0,24.0,337.0,-0.5493056797425959,-0.5253140591822828,-0.8269548942454069,-0.8876482673696915,-0.5880018321217285,0.15165588593730894
49.2902282,-123.131784,4.0,43,0,0,2,18,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.5561643835616437,0.33011789924973206,0.5702036441586281,0.7231613636363637,124.6590909090909,4.0,1.0,559.0,-0.28741018836905,0.014072989365312795,0.75864648156158,0.2949077761019968,-0.3000765741012408,0.28933577743572514
49.2890737079,-123.1220084776,4.5,32,1,0,2,14,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.824657534246575,0.4722222222222222,0.6666666666666666,0.8045176470588237,58.85294117647059,5.0,42.0,751.0,-0.3640689009057413,0.4255040505332425,1.605467588124718,1.57517031085592,-0.0869663844362568,0.2908127101860864
